,birthYear,deathYear
"Kubik,  Gail",1914.0,1984.0
"Glibert,",,
"Liebermann,  Lowell",1961.0,9999.0
"Storck,",1988.0,9999.0
"Mompou,  Frederic",1893.0,1987.0
"Coperiario,  Giovanni",,
"Ge,  Gangru",,
"Hasselmans,  Alphonse  Jean",,
"Coleman,  Ornette",1930.0,2015.0
"von Reusner,  Clemens",,
"Sonnett,",0.0,9999.0
"Chou,  Wen-Chung",1923.0,2019.0
"Hoffman,  Elizabeth",1927.0,1946.0
"Zelenski,  Wladyslaw",1837.0,1921.0
"Reimann,  Aribert",1936.0,2010.0
"Rimmer,  William",1816.0,1879.0
"Gutman,  Arthur  H",,
"Earle,  Edward",1882.0,1972.0
"Rodriguez,  Jasmin",,
"Blose,  Johann  M",,
"Gabriel,  Charles  H.",1856.0,1932.0
"Fleming,  Sarah",,
"Pino,  Maya",,
"Zhang,  Qianyi",,
"Artot,  Alexandre",1815.0,1845.0
"Mann,  Robert",1920.0,2018.0
"Sicilianos,  Yeorgo",,
"Chemberdji,  Katya",,
"Gatti,  Paolo",,
"Perusio,  Matteus de",,
"Saboly,  Nicolas",1614.0,1675.0
"Kostelanetz,  Andre",1901.0,1980.0
"Wildmans,  Friedrich",,
"Granz,  Norman",1918.0,2001.0
"Hoffer,  Bernard",1934.0,2015.0
"Wong & Xiao,  Patrick & Vincent",,
"Zaki,  Mark",,
"Riesman,  Michael",0.0,9999.0
"Burck,  Henry",,
"Reed,  William  Henry",1875.0,1942.0
"Noren,  Heinrich  Gottlieb",,
"Boutry,  Roger",1932.0,2019.0
"Kassern,  Tadeusz",1904.0,1957.0
"Qian,  Qi",,
"Stich,  Jan  Vaclav",,
"Font de Anda,",,
"Petronio,  Camilla",,
"Chough,  Sara",,
"Hammond,  William  G.",,
"Ritter,  Alexander",1833.0,1896.0
"Krieger,  Henry",1945.0,1981.0
"Consoli,  Marc-Antonio",,
"Zhang,  Yusong",,
"Shayne,  Gloria",1923.0,2008.0
"Bucci,  Mark",1924.0,2002.0
"Glanert,  Detlev",1960.0,9999.0
"Grippe,  Ragnar",,
"Sollberger,  Harvey",1938.0,9999.0
"Stevens,  David",1936.0,1962.0
"Blumer,  Theodore",,
"Wehli,  James  M.",,
"Crouch,  Andrae  (Edward)",,
"Robinson,  Kyla",,
"Zhou,  Chenglong",,
"Barroso,  Ary",1903.0,1964.0
"Gardner,  Danielle",,
"Morawetz,  Oskar",1917.0,2007.0
"Tucci,  Terig",1897.0,1973.0
"Ye,  Xiaogang",1955.0,9999.0
"Joseph I,",1266.0,1275.0
"Karg-Ellert,  Sigfrid",,
"Sturm-Biel,",,
"Costa,  Sir  Michael",1808.0,1884.0
"Andre,",0.0,9999.0
"Tarenghi,  Mario",,
"Sor,  Fernando",1778.0,1839.0
"Wang,  Lu",1139.0,1192.0
"Trovajoli,  Armando",1917.0,2013.0
"Knight,  G.  H.",,
"Fletcher,  Percy",1879.0,1932.0
"Hartonen,  Aino",,
"Higdon,  Jennifer",1962.0,2010.0
"Geral,",,
"McKinley,  William  Thomas",1938.0,2015.0
"Shaeffer,  Joseph",,
"Krauze,  Zygmunt",1938.0,9999.0
"Bird,  Arthur",1856.0,1923.0
"Friedman,  Ignaz",1882.0,1948.0
"Wencheng,  Lu",1898.0,1981.0
"Wallach,  Joelle",1946.0,1967.0
"Hegner,  Anton",1861.0,1915.0
"Coll,  Francisco",1985.0,9999.0
"Yanov-Yanovsky,  Dmitri",,
"Hosokawa,  Toshio",1955.0,9999.0
"Colombier,  Michel",1939.0,2004.0
"Alexander,  Josef",,
"Jimenez,  Noah",,
"Alard,  Jean  Delphin",1815.0,1888.0
"Rush,  Stephen",,
"Scott,  Hazel",1920.0,1981.0
"Faccio,  Franco",1840.0,1891.0
"Brown,  Wilson",1841.0,1900.0
"Esposito,  Michele",1855.0,1929.0
"Reddick,  William",1812.0,1885.0
"Leonard,  Clair",,
"Suesse,  Dana",1909.0,1987.0
"Hill,  Dorothy",1907.0,1997.0
"Leroux,  Xavier  Henry Napoleon",,
"Quiroga,  Manuel",1899.0,1988.0
"Keillor/Dworsky/Stein,  Garrison/Rich/Andy",,
"Rascel,  Renato",1912.0,1991.0
"Sebastian,  John",1944.0,1969.0
"Perlea,  Jonel",1900.0,1970.0
Bayes,1702.0,1761.0
"Guang,  Ren",1900.0,1941.0
"Font,  M.",,
"Caetani,  Roffredo",,
"Hurlstone,  William",1876.0,1906.0
"Leger,  Anabel",,
"Pinsoti,",,
"Baxter,  Phil",1896.0,1972.0
"Stillman-Kelley,  Edgar",1857.0,1944.0
"Gomez,  Cynthia",1958.0,9999.0
"Bentzon,  Niels  Viggo",1919.0,2000.0
"Louis XIII,",1601.0,1643.0
"Pygott,  Richard",,
"Frey,  Hugo",1939.0,1945.0
"McNabb,  Michael",,
"Balazs,  Frederic",,
"Brun,  Fritz",1878.0,1959.0
"Bortz [Börtz],  Daniel",1943.0,1991.0
"Jagoda,  Flory",1923.0,9999.0
"Davies,  Sir  Walford",1869.0,1941.0
"Vosgerchien,  Luise",,
"Samerson,  Brooke",,
"Molter,  Johann  Melchior",1696.0,1765.0
"Fagin,  Gary",,
"Dougherty,  Celius  (Hudson)",,
"Coolidge,  Peggy  Stuart",1913.0,1981.0
"Redhead,  Richard",,
"Poldini,  Ede",1869.0,1957.0
"Garcia-Matos,  Manuel",,
"Zagortsev,  Vladimir",,
"Peace,  A.  L.",,
"Kearney,  Peadar",1883.0,1942.0
"Souvaine,  Henry",,
"Cordero,  Roque",1917.0,2008.0
"Ganin,  Kim",,
"Harris,  Donald",1936.0,1978.0
"Hodkinson,  Sydney",,
"Kidder,  Max",,
"Lutkin,  Peter  Christian",1858.0,1931.0
"Bliss,  Philip",1838.0,1876.0
"Haase,  Carl  F.W.",,
"Ives,  Simon",1600.0,1662.0
"Braine,  Robert",1896.0,1940.0
"Otesco,  Nonna",,
"Serrano,  Jose",1851.0,1904.0
"Philidor,  Francois-Andre",1726.0,1795.0
"Meltzer,  Harold",1966.0,2010.0
"Cesana,  Otto",,
"Dyson,  Sir  George",1883.0,1964.0
"Bihari,  Janos",1764.0,1827.0
"McCabe,  James  J.",,
"Lenon/McCartney,  John/Paul",,
"Handel/ Mason,  George/Lowell",,
"Lie,  Sigurd",1871.0,1904.0
"Fleck,  Fritz",,
"Kiel,  Friedrich",1821.0,1885.0
"Yellen,  Jack",1892.0,1991.0
"Kim,  HanNa",,
"Parish,  M",,
"Mindlin,  Samantha",,
"Warnow,  Mark",1900.0,1949.0
"Francesconi,  Luca",1956.0,9999.0
"Dachauer,  Louis",,
"Schmitz,  Henry",,
"Clarke,  Robert  Coningsby",,
"Hinton,  Arthur",,
"Levinson,  Y.  D.",,
"Gargiulo,",0.0,9999.0
"Morganstern,",,
"Othegraven,  August  von",1864.0,1946.0
"Lamond,  Frederic",1868.0,1948.0
"Dor,  Dani",,
"Hodge,  Huck",1977.0,1999.0
"Chowning,  John  MacLeod",,
"Bernstein,  Adam",1960.0,2014.0
"Alexander,  Lucas",,
"Kerr,  Joseph  Frizell",,
"Prume,  Jehin",,
"Jones,  Thaddeus",1952.0,2007.0
"Westhoff,  Johann  Paul von",1656.0,1705.0
"Yaysnoff,  June & Iris",,
"Tinel,  Edgar",1854.0,1912.0
"Topliffe,",,
"Riedel,  Karl  Heinrich",,
"Cerrone,  Chris",,
"Pisk,  Paul",1893.0,1990.0
"Miliutin,  Georgii Sergeevich",,
"Herz,  Henri",1803.0,1888.0
"Cerchio,  Bruno",,
"Pointer,  John",1782.0,1815.0
"Woltmann,  Frederick",1908.0,1965.0
"Gaga,  Lady",1986.0,2007.0
"Navarro,",0.0,9999.0
"Schreck,  Gustav",1849.0,1918.0
"Lyon,  Eric",,
"Scholz,  Bernhard  E.",1835.0,1916.0
"Denisov,  Edison",1929.0,1996.0
"Goehr,",1960.0,1932.0
"Sapp,  Allen  D.",,
"Khrennikov,  Tikhon",1913.0,2007.0
"Dunham,  Henry  M.",,
"Sciarrino,  Salvatore",1947.0,9999.0
"Graham,  Peter",0.0,9999.0
"Lewis,  Leon",1833.0,1920.0
"Moore,  Phil",0.0,9999.0
"Nichols,  John",1745.0,1826.0
"Walters,  Andrew",0.0,9999.0
"Wright,  Robert",0.0,9999.0
"Grossman,  David",1954.0,2008.0
"Matiegka,  Wenzel  Thomas",1773.0,1830.0
"Blomdahl,  Karl-Birger",1916.0,1968.0
"Waddington,  Samuel  P.",,
"Taxin,  Ira",,
"Negron,  Angelica",,
"Messager,  Andre [André]  Charles Prosper",1853.0,1929.0
"Lieber,  Arthur",2010.0,2011.0
"George,  Earl",1946.0,2003.0
"Loeb,  John  Jacob",1910.0,1970.0
"Wissmer,  Pierre",1915.0,1992.0
"Thorne,  Nicholas",,
"Veracini,  Francesco  Maria",1690.0,1768.0
"Marker,",0.0,9999.0
"Gordon,  Michael",0.0,9999.0
"Kramer,  Reiner",,
"Gottlieb,  Jack",,
"Subramaniam,  Lakshminarayana",1947.0,9999.0
"Nakamura,  Toru",1950.0,1965.0
"Geld,  Gary",,
"Jurek,",0.0,9999.0
"Dring,  Madeleine",1923.0,1977.0
"Richardson,  Albert",1880.0,1964.0
"Spiegel,  Laurie",1945.0,1977.0
"Moor,  Emanuel",1863.0,1931.0
"Bermejo,  Felipe",,
"Gogins,  Michael",,
"Russell,",0.0,9999.0
"Luigini,  Alexandre",1850.0,1906.0
"Mason,  Lowell",1792.0,1872.0
"Verrall,  John",1908.0,2001.0
"Miller,  Jared",2014.0,2014.0
"Gade,  Jacob",1879.0,1963.0
"Blumenfeld,  Felix",1863.0,1931.0
"Wasserman,  Ron",1961.0,9999.0
"Speer,  Daniel",1636.0,1707.0
"Thomas,  Paul  David",,
"Coletti,  Christopher",,
"Kotcheff,  Thomas",,
"Lu,  Cindy",,
"Garcia-Estrada,",,
"Bauer,  Marion  Eugenie",1882.0,1955.0
"Karmen,  Steve",1937.0,1976.0
"Mercer,  Johnny",1909.0,1976.0
"Schwartz,  Jay",1965.0,1989.0
"Ratner,  Leonard",1916.0,2011.0
"Schwertsik,  Kurt",1935.0,1958.0
"Pache,  J.",,
"Reyer,  Ernest",1823.0,1909.0
"Dworsky,  Richard",1974.0,2016.0
"Lee,  Damon",1992.0,9999.0
"Quinlan,  Caitlin",,
"Beck,  Conrad",1901.0,1989.0
"Luther,  Martin",1483.0,1546.0
"Panufnik,  Sir  Andrzej",1914.0,1991.0
"Wyre,  John",1941.0,2006.0
"Harty,  Hamilton",1879.0,1941.0
"Dixieland Jazz Band,",1917.0,1917.0
"Dashow,  James",1944.0,9999.0
"Bowles,  Paul",1910.0,1999.0
"Bryant,  Calista",,
"Diepenbrock,  Alphons",1862.0,1921.0
"Spisak,  Michal",,
"Orrego-Salas,  Juan",1919.0,2019.0
"Jones,  Jeremie",,
"Maduro,  Charles",,
"Reizenstein,  Franz",1911.0,1968.0
"Vivier,  Claude",1948.0,1983.0
"Charles, Dick and Marks, Larry,",,
"Torch,  Sidney",1908.0,1990.0
"Darris,  Samantha",,
"Amirov,  Fikret",1922.0,1984.0
"Moore,  Dorothy  Rudd",1940.0,9999.0
"Etler,  Alvin",1913.0,1973.0
"Sauter-Finegan,",,
"Brull,  Ignaz",1846.0,1907.0
"Nelhybel,  Vaclav",1919.0,1996.0
"Kaun,  Hugo",1863.0,1932.0
"Navon,  Yitzchak  Eliyahu",,
"Napravnik (Nápravník),  Eduard  Frantsovitch",,
"Bondeville,  Emmanuel",1898.0,1987.0
"Eliasson,  Anders",1947.0,2013.0
"Bayly,  Thomas  Haynes",1797.0,1839.0
"Schneider,  Johann  C. Friedrich",,
"Salzman,  Eric",1933.0,2017.0
"Jommelli,  Niccolò",1714.0,1774.0
"Katzer,  Georg",1935.0,2019.0
"Sampson,  Edgar",1907.0,1973.0
"Semmler,  Alexander",,
"Sang,  Ruocuo",,
"Tertius-Noble,  Thomas",,
"Levine,  Jeffrey",1942.0,9999.0
"Shea,  Michael  J.",,
"Lang,  Margaret  R.",,
"Betti,  Henry",,
"De Filippi,  Amedeo",,
"Koussevitzky,  Moshe",1899.0,1966.0
"Goehr,  Alexander",1932.0,1932.0
"Strouse,  Charles",1928.0,9999.0
"Berwald,  Franz  Adolf",1796.0,1868.0
"Cerar/Borissov,  Maja/Liubo",,
"Haertel,  A.",,
"Winkler,  David",,
"Grime,  Helen",1981.0,2004.0
"Hadjidakis,  Manos",1925.0,1994.0
"Mouret,  Jean  Joseph",1682.0,1738.0
"Gasco,  Alberto",,
"Farnaby,  Giles",1563.0,1640.0
"Cras,  Jean",1879.0,1932.0
"Lu,  Yiqing",,
"Mann,  David",0.0,9999.0
"Smyth,  Ethel",1858.0,1944.0
"Pluta,  Sam",,
"Elvey,  Sir  George",,
"Grant,",0.0,9999.0
"Span,  Norman",1929.0,9999.0
"Luhmann,  Grant",,
"Yoran,  Victor",,
"Wilson,  Paul",0.0,9999.0
"Alter,  I",,
"Fuerst,  Eugene",,
"Eckert,  Gerald",1960.0,9999.0
"Irfan,  Tengku  Ahmad",,
"Rudhyar,  Dane",1895.0,1985.0
"Shore,  Howard",1946.0,1979.0
"Espla [Esplá],  Oscar [Óscar]",,
"Sydeman,  William  Jay",1928.0,1960.0
"Vitali,  Giovanni  Battista",1632.0,1692.0
"Kosakoff,  Reuven",,
"Low,",0.0,9999.0
"La Montaine,  John",1920.0,2013.0
"Brodsky,  Nicholas",,
"Grey,  Mark",2019.0,9999.0
"Warren,  Elinor  Remick",1900.0,1991.0
"Ray,  Don",1942.0,2019.0
"Albrechtsberger,  Johann  G.",1736.0,1809.0
"White,  Jose  (Paul)",,
"Heinemeyer,  Ernst  Wilhelm",,
"Grave,  Maria",,
"Wang,  Tuo",,
"Jora,  Mihail",1891.0,1971.0
"Bixio,  Cesare  Andrea",1896.0,1978.0
"Clapisson,  Antoine  Louis",,
"Qian,  Yibing",,
"Greenwood,  Lee",1942.0,1962.0
"Fenton,",0.0,9999.0
"Caserta,  Anthonellus de",,
"Adair,  Dorothy  W.",,
"Igudesman & Joo,  Aleksey & Huyng-ki",,
"Zivkovic,  Djuro",1975.0,2000.0
"Axt,  William",1888.0,1959.0
"Biloti,  Anton",,
"Tournier,  Marcel",1879.0,1951.0
"Rummel,  Walter  Morse",1887.0,1953.0
"Harrison,  Tim",1985.0,1999.0
"Stark,  Christopher",1987.0,9999.0
"Nero,  Paul",,
"Beckett,  Wheeler",,
"Bergsma,  William",1921.0,1994.0
"Shaw,  Oliver",1779.0,1848.0
"Rossi,  Salamone",1570.0,1630.0
"Vasks,  Peteris",1946.0,9999.0
"Schjelderup,  Gerhard",1859.0,1933.0
"Lubeck,  Ernst",,
"Glisic [Glišic],  Živojin",,
"Li,  Wuan-chin",,
"Benda,  Friedrich  Ludwig",1746.0,1792.0
"Frank,  Gabriela  Lena",1972.0,9999.0
"Thomas,  Michael  Tilson",1944.0,9999.0
"Charles,  Ernest",1895.0,1984.0
"Kraft,  William",1923.0,9999.0
"Firestone,  Elizabeth",,
"Reiser,  Alois",1887.0,1977.0
"Ilgenfritz,  McNair",,
"Dessner,  Bryce",1976.0,2016.0
"Cunningham,  Stuart",1953.0,2006.0
"Glaassen,  A.",,
"Lamb,  Joseph  Francis",,
"Severn,  Edmund",1862.0,1942.0
"Vogrich,  Max  Wilhelm Karl",,
"Glantz,  Harry",1896.0,1982.0
"Blasco,  Ricardo",,
"Manoury,  Philippe",1952.0,9999.0
"Gabriel-Marie,",1852.0,1928.0
"Hudson,  Caleb",,
"Zafred,  Mario",1922.0,1987.0
"Riese,  Mark",,
"Friedman,  Jefferson",1974.0,9999.0
"Balbi,  Ashley",,
"Stein,  Barbara",,
"Vene [Vené],  Ruggero",,
"Zahavi,  David",,
"Peterson,  Timothy",,
"Dlugoszewski,  Lucia",1925.0,2000.0
"Farrenc,  Jeanne-Louise",,
"Evans,  Eric",0.0,9999.0
"Hohnstock,  Carl",,
"Joo,  Hyung-ki",0.0,9999.0
"Portnoff,  Mischa",1901.0,1979.0
"Collings,  Bryce",,
"Talmud,  Yaakov",,
"Young,  Lester",1909.0,1959.0
"Bennett,  Richard  Rodney",1936.0,2012.0
"Curran,  Pearl",1883.0,1937.0
"Blake,  Eubie",1887.0,1983.0
"Colombo,  Russ",1908.0,1934.0
"Bratton,  John  W.",,
"Floridia,  Pietro",1860.0,1932.0
"Wood,  Mary  Knight",1857.0,1944.0
"Andrade,  Angie",,
"Fry,  William  Henry",1813.0,1864.0
"Hembree,  Paul",,
"Monreal,",0.0,9999.0
"Piot,  Melhia",,
"Neukirchner,  Wenzel",,
"Gilardi,  Girado",,
"Jonas,",0.0,9999.0
"Helsted,  Edvard",1816.0,1900.0
"Gebhard,  Heinrich",1878.0,1963.0
"Rudorff,  Ernst",1840.0,1916.0
"Tu,  Emily",,
"Mueller,  Florian  F.",,
"Kotkin,  Henry",,
"Rizzo,  Giovanni  Battista [Riccio]",,
"Livingston,  Jay",1915.0,2001.0
"Schifrin,  Lalo",1932.0,9999.0
"Tatum,  Art",1909.0,1956.0
"Fiorenzoli,  Stella",,
"Zemachson,  Arnold",,
"Charles,  Ray",1930.0,2004.0
"Lamonte de Grignon,  Joan",,
"Romero,  Celedonio",1913.0,1996.0
"Esman,  Ilan",,
"Ng,  Aidan",,
"Ferroud,  Pierre  Octave",,
"Eotvos [Eötvös],  Melody",,
"Knecht,  Justin  Heinrich",1752.0,1817.0
"Rehfeld,",,
"Comstock,  Jackson",,
"Simons,  Moises",1889.0,1945.0
"Bridge to Nowhere,",0.0,9999.0
"Dugger,  Edwin",,
"Bogzester,  William",,
"Lobe,  Johann  Christian",1797.0,1881.0
"Costa,  G.",,
"Okuyama,  Marin",,
"Maloof,  A.",,
"Redman,  Donald  Matthew",,
"Marinuzzi,  Gino, Jr.",,
"Zoellner,  Heinrich",1854.0,1941.0
"Rosenthal,  Laurence",1926.0,9999.0
"Raz,  Yehezkel",,
"Tuur,  Erkki-Sven",1959.0,1976.0
"Moore,  Ted",1914.0,1987.0
"Boyle-Cole,  Cheyenne",,
"Silverman,  Stanley",1938.0,1998.0
"Bonner,  Eugene  MacDonald",,
"Chaynes,  Charles",1925.0,2016.0
"Ferguson,  Howard",1870.0,1946.0
"Maltsby,  Carl",,
"Parker,  Charlie  (""Bird"")",,
"Tedesco,  Ignaz  Amadeus",,
"Cowell,  Johnny",1926.0,2018.0
"Weisgall,  Hugo",1912.0,1997.0
"Tateno,  Keito",,
"Gregorian Chant,",0.0,9999.0
"Steiger,  Rand",1957.0,1982.0
"Braun,  Aliyana  Tedi",,
"Senk,  Olga",,
"Olivero,  Betty",1954.0,9999.0
"Tokke,  Justin  P.",,
"Fig,  Aaron  Wolff",,
"Clausen,  Joshua",,
"Grunfeld [Gruenfeld],  Alfred",1852.0,1924.0
"Kampela,  Arthur",,
"Curschmann,  Karl  Friedrich",1805.0,1841.0
"Hamelin,  Marc-André",1961.0,9999.0
"Saar,  Louis  Victor",,
"Zarebski,  Juliusz",1854.0,1885.0
"Azmeh,  Kinan",1976.0,9999.0
"Clough-Leighter,  Henry",,
"Perren, Fekaris, and Gaynor,  Freddie, Dino, and Gloria",,
"Pinkham,  Daniel",1923.0,2006.0
"Arcadelt,  Jacques",1507.0,1568.0
"Butler,  Artie",1942.0,9999.0
"Reinitz,  Béla",,
"Geissel,  J.",,
"Maryon,  Edward",1931.0,2005.0
"Gray,  Aiesha",,
"Brody,  Josef",,
"X,  Alfonso",1221.0,1284.0
"Ruzicka,  Peter",1948.0,1948.0
"Dancla,  Jean  Charles",,
"Ripoll,  Michael  Douglas",,
"Turlet,  A.",,
"Moors,  Daniel",,
"Guitierrez [Gutiérrez] de Padilla,  Juan",,
"Bungert,  August",1845.0,1915.0
"Baker,  Phil",1896.0,1963.0
"Grigoriu,  George",,
"Stewart,  Humphrey  J.",,
"Kazik,  James",,
"Mendoza y Cortés,  Quirino",1862.0,1957.0
"Bilik,  Jerry",1933.0,1972.0
"Klein,  Bruno  Oscar",1858.0,1911.0
"Rode,  Jacques  Pierre Joseph",,
"Williams,  Pharrell",1973.0,1994.0
"Nini,  Alessandro",1805.0,1880.0
"Lipschutz,  Lita",,
"Hely-Hutchinson,  Victor",1901.0,1947.0
"Tuthill,  Burnet",,
"Reinthaler,  Karl",1822.0,1896.0
"Shaw,  David  T.",,
"Hall,  Reginald",1870.0,1943.0
"Mostel,  Raphael",,
"Schafer,  Dirk",1873.0,1931.0
"Smith,  Robert  W",0.0,9999.0
"Frackenpohl,  Arthur",1924.0,2019.0
"Stern,  I. & Moshe",,
"Poot,  Marcel",1901.0,1988.0
"Mitchell,  Willie",1889.0,1973.0
"Brixi,  Frantisek [František]  Xaver",1732.0,1771.0
"Manna Zucca,",,
"Neuwirth,  Olga",1968.0,9999.0
"Adams,  Samuel",1722.0,1803.0
"Dresher,  Paul",1951.0,1994.0
"Thomas,  Andrew",1936.0,2011.0
"Andriessen,  Louis",1939.0,1959.0
"Andres,  Bernard",,
"Broughton,  Bruce",1945.0,9999.0
"Park,  Jong Eun  Sylvia",,
"Kalkbrenner,  Friedrich [Frédéric]",1785.0,1849.0
"Bodge,",0.0,9999.0
"Szabo [Szabó],  Ferenc",1902.0,1969.0
"Schonberg [Schönberg],  Claude-Michel",1944.0,1973.0
"Conti,  Bill",1942.0,9999.0
"Szalowski,  Antoni",1907.0,1973.0
"Kennan,  Kent",1913.0,2003.0
"Ramey,  Phillip",1939.0,1959.0
"Kenton,  Stan",1911.0,1979.0
"Aguirre,  Julián",,
"Zhang,  Yijun",,
"Sting,",0.0,9999.0
"Wekerlin,  Jean-Baptiste",1821.0,1910.0
"Hathaway and McKinnor,  Donny and Nadine",,
"Naginski,  Charles",1909.0,1940.0
"Oliveros,  Pauline",1932.0,2016.0
"Pesson,  Gerard [Gérard]",1958.0,9999.0
"Wood,  Haydn",1882.0,1959.0
"Griselle,  Thomas",1891.0,1955.0
"Boehm,  Georg",1661.0,1733.0
"Parbury,",,
"Calvert,  Morley",,
"Heidrich,  Peter",,
"Barab,  Seymour",1921.0,2014.0
"Chutiner,  P.",,
"Biber,  Heinrich von",,
"Koch,  Friedrich  E.",,
"Schoenberg,  Adam",1980.0,2010.0
"Napoleon,  Arthur",,
"Berger,  Jean",1909.0,2002.0
"Valongo,  Elijah",,
"Scott,  Tom",0.0,9999.0
"Gockel,  August",,
"Furtwangler [Furtwängler],  Wilhelm",1886.0,1954.0
"Frazzi,  Vito",1888.0,1975.0
"Mollison,",1928.0,2016.0
"Moore,  Undine  Smith",1904.0,1989.0
"Bensussan,  Menachem",,
"Braxton,  Tyondai",1978.0,2002.0
"Soler,  Padre",1729.0,1783.0
"Risset,  Jean-Claude",1938.0,2016.0
"Sullivan,  Archibald  Beresford",,
"Bergson,  Michal",1820.0,1898.0
"Sculthorpe,  Peter",1929.0,2014.0
"Quantz,  Johann  Joachim",1697.0,1773.0
"Bailey,  Christopher",1971.0,9999.0
"Bate,  Stanley",1911.0,1959.0
"Jones,  Isham",1894.0,1956.0
"Ugarte,  Floro  M(elitón)",,
"Lvovsky,",0.0,9999.0
"Helm,  Everett",1913.0,1999.0
"Luo,  Xiuying",,
"Wolcott,  Charles",1906.0,1987.0
"Bassani,  Giovanni  Battista",1650.0,1716.0
"Wachs,  Paul",1851.0,1915.0
"Schertzinger,  Victor",1888.0,1941.0
"Rogers,  Frederic",1811.0,1889.0
"Nissenson,  Gloria",,
"Moore,  Carman",,
"Rybicki,  Wojciech",1942.0,1959.0
"Sachnowsky,  G.",,
"Oyanguren,  Julio  Martinez",,
"Vega,  Arianna",,
"Vallejo,",0.0,9999.0
"Howe,  Hurbert",,
"Faning,  Eaton",1850.0,1927.0
"Bourk,  Richard  C.",,
"Harris,  Joel  Chandler",1848.0,1908.0
"Hively,  Wells",,
"Atterberg,  Kurt",1887.0,1974.0
"Schnabel,  Artur",1882.0,1951.0
"Pousseur,  Henri",1929.0,2009.0
"Garcia,  Jerry",1942.0,1995.0
"Manney,  Charles  Fonteyn",,
"Fanelli,  Ernest",1860.0,1917.0
"Pierce,  Seneca",,
"Wilbye,  John",1574.0,1638.0
"Pascuzzi,  Gregory",,
"Alcock,  Gilbert",,
"Saar,  Wiiliam",,
"Pasculli,  Antonio",1842.0,1924.0
"Jacobson,  Colin",,
"Weiss,  George  David",1921.0,2010.0
"Gauntlett,  Henry  John",1805.0,1876.0
"Cresswell & McNicholas,  Luke & Steve",,
"Dalgleish,  James",1891.0,1964.0
"Shmerler,  Harry",,
"Matthews,  Artie",1888.0,1958.0
"Kouyoumdjian,  Mary",,
"Sakovich,",0.0,9999.0
"Amy,  Gilbert",1936.0,9999.0
"Velazquez,  Consuelo",1916.0,2005.0
"Ferrao,",,
"Rountree,  Christopher",2012.0,2009.0
"Genzmer,  Harald",1909.0,2007.0
"Arndt,  Felix",1889.0,1918.0
"Rucken,",,
"Ewald,  Victor",1860.0,1935.0
"Fritts,  Lawrence",,
"Helfter,  Walter",,
"Dolby,  Nuha",,
"Fahrbach,  Philipp",,
"Anderson,  Florence",1893.0,1972.0
"Wagner,  Joseph",1853.0,1706.0
"Perkinson,  Coleridge-Taylor",1932.0,2004.0
"Lara,  Felipe",,
"Mailman,  Joshua",,
"Wang,  A-Mao",,
"Grimm,  Julius  Otto",1827.0,1903.0
"Paer,  Ferdinando",1771.0,1839.0
"Gradener [Grädener],  Hermann",,
"Chan,  Ka  Nin",1949.0,1971.0
"Kallinnikof,  Ivanof",,
"Misraki,  Paul",1908.0,1998.0
"Bordese,  Luigi",,
"Daniels,  Mabel  Wheeler",1877.0,1971.0
"Gardner,  Samuel",1891.0,1984.0
"Cohen,  Edward",1822.0,1877.0
"Cook,  Will  Marion",1869.0,1944.0
"Cline,  Nicholas",,
"Coots,  J.  Fred",1897.0,1985.0
"Dempster,  Thomas",1579.0,1625.0
"Choi,  Sophia",0.0,9999.0
"Montalti,  Vittorio",,
"Savine,  Alexander",,
"Camilieri,  Lorenzo",,
"Schindelmeisser,  Ludwig",,
"Egge,  Klauss",,
"Ronald,  Langdon",,
"Rawsthorne,  Noel",1929.0,2019.0
"Slonimsky,  Sergei",1932.0,9999.0
"Shand, Terry & Eaton, Jimmy,",,
"Orbon,  Julian",1925.0,1991.0
"Glover,  Charles  William",1806.0,1863.0
"Felsenfeld,  Daniel",1970.0,9999.0
"Kekeu,",,
"Le Roy,  Henri  Leon",,
"Clarke,  Rebecca",1886.0,1979.0
"Rutter,  John",1945.0,9999.0
"Ovadia,",1979.0,1946.0
"Morris,  Harold",1890.0,1964.0
"Nelson,  Ron",1929.0,1946.0
"Reynolds,  Roger",1934.0,1961.0
"Valjean,  Paul",,
"Otten,  William  F.",,
"Ferrabosco,  Alfonso",1543.0,1588.0
"James,  Dijon",,
"Heinefetter,  Wilhelm",,
"Lennertz,  Christopher",1972.0,2007.0
"Torelli,  Giuseppe",1658.0,1709.0
"Stein,  Andy",1976.0,1977.0
"Camilo,  Michel",1954.0,9999.0
"Klemperer,  Otto",1885.0,1973.0
"Klein,  John  M.",,
"Di Crescenza,",,
"Stafylakis,  Haralabos [ Harry ]",,
"Lincke,  Paul",1866.0,1946.0
"Spendiaryan,  Alexander",1871.0,1928.0
"Jadassohn,  Salomon",1831.0,1902.0
"Mitropoulos,  Dimitri",1896.0,1960.0
"Di Candriano,  Prince  Camillo  Ruspoli",,
"Lara,  Agustín",1897.0,1900.0
"Dessauer,  Josef",1798.0,1876.0
"Blaudziunas,  Gabija",,
"Mackenna,  Carmela",1879.0,1962.0
"Wells,  John  Barnes",1880.0,1935.0
"Parsons,  Michael",1938.0,1984.0
"Thalberg,  Sigismond",1812.0,1871.0
"May,  Robert  C.",,
"Wright,  Rayburn",1922.0,1990.0
"Goldsmith,  Jerry",1929.0,2004.0
